,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
78311,229978913,06/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,18,0,25-44,F,BLACK,990625,216792,40.76172634200003,-73.97698900599994,POINT (-73.97698900599994 40.76172634200003)
78327,229427748,06/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,112,0,25-44,M,WHITE,1022633,205226,40.72989958900007,-73.86151280499998,POINT (-73.86151280499998 40.72989958900007)
78330,229679054,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,M,WHITE,988149,216376,40.76058596700005,-73.98592709999998,POINT (-73.98592709999998 40.76058596700005)
78331,230392552,07/03/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,<18,M,BLACK HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
78355,231113582,07/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,F,WHITE,989529,218317,40.765912797000055,-73.98094414399995,POINT (-73.98094414399996 40.765912797000055)
78356,230815747,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,45-64,M,BLACK,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
78359,230930979,07/16/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,18,0,<18,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
78391,230490963,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,75,0,25-44,M,WHITE HISPANIC,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
78435,230613957,07/08/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,B,40,0,25-44,M,WHITE HISPANIC,1007819,238877,40.82231457900008,-73.91484471799998,POINT (-73.91484471799998 40.82231457900008)
78443,230822441,07/14/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,52,0,18-24,M,BLACK HISPANIC,1014563,253789,40.86322306500005,-73.89041071099996,POINT (-73.89041071099996 40.86322306500005)
78448,229521675,06/14/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,100,0,25-44,M,WHITE HISPANIC,1039525,156369,40.59570885100004,-73.80096595199996,POINT (-73.80096595199996 40.59570885100004)
78471,230340449,07/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,79,0,45-64,M,WHITE HISPANIC,999507,190206,40.688743368000075,-73.94498708099997,POINT (-73.94498708099997 40.688743368000075)
78485,231406955,07/27/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,42,0,25-44,F,BLACK HISPANIC,1015805,244156,40.83677899500003,-73.88596584299995,POINT (-73.88596584299995 40.83677899500003)
78507,230850872,07/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,18-24,M,BLACK,1022192,178218,40.65577085600006,-73.86325607899995,POINT (-73.86325607899995 40.65577085600006)
78519,229729028,06/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,105,0,25-44,M,WHITE,1046928,179810,40.659999999000036,-73.77409149299997,POINT (-73.77409149299997 40.659999999000036)
78529,230090071,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,WHITE,994297,218680,40.76690500600006,-73.96373101899997,POINT (-73.96373101899997 40.76690500600006)
78540,230245285,06/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,45-64,M,WHITE,987858,213966,40.753971255000074,-73.98697882499994,POINT (-73.98697882499994 40.753971255000074)
78564,229696987,06/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,18-24,M,WHITE HISPANIC,1019355,212095,40.74876689000007,-73.87330420399995,POINT (-73.87330420399996 40.74876689000007)
78584,230931199,07/16/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,18,0,<18,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
78592,229679049,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,M,WHITE,988149,216376,40.76058596700005,-73.98592709999998,POINT (-73.98592709999998 40.76058596700005)
78619,230183579,06/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,79,0,25-44,M,BLACK,999406,190873,40.69057430300006,-73.94534977199999,POINT (-73.94534977199999 40.69057430300006)
78622,230756362,07/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,114,0,18-24,M,BLACK,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
78642,231341187,07/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,45-64,M,BLACK,991591,169049,40.63068215900006,-73.97355396999995,POINT (-73.97355396999995 40.63068215900006)
78685,230088765,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,25-44,M,BLACK,1012887,253829,40.86333844800004,-73.89646978499997,POINT (-73.89646978499997 40.86333844800004)
78690,230626481,07/09/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,25-44,M,BLACK,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
78703,229524540,06/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,30,0,25-44,M,WHITE HISPANIC,998371,240146,40.825817779000026,-73.94897843799998,POINT (-73.94897843799998 40.825817779000026)
78778,230707081,07/10/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,S,121,0,25-44,M,BLACK,942822,166353,40.623188378000066,-74.14923769499995,POINT (-74.14923769499995 40.623188378000066)
78793,230125826,06/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,68,0,25-44,M,WHITE,978016,171958,40.638667594000026,-74.02246340399995,POINT (-74.02246340399995 40.638667594000026)
78811,230975116,07/17/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,83,0,25-44,F,WHITE HISPANIC,1011259,187276,40.68067313100005,-73.90262297199997,POINT (-73.90262297199997 40.68067313100005)
78847,230823432,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,25-44,M,WHITE,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
78849,229438720,06/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,F,BLACK,1019840,206689,40.73392684100002,-73.87158239799999,POINT (-73.87158239799999 40.73392684100002)
78865,230651109,07/09/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,109,0,25-44,M,WHITE HISPANIC,1033656,209988,40.742915379000074,-73.82170614999995,POINT (-73.82170614999995 40.742915379000074)
78877,229843949,06/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,WHITE,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
78883,229673673,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
78918,231075723,07/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,120,0,45-64,F,WHITE,963725,173760,40.643592108000064,-74.07396131599995,POINT (-74.07396131599995 40.643592108000064)
78931,230079369,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,114,0,45-64,M,WHITE HISPANIC,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
78943,229966062,06/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,110,0,25-44,M,BLACK HISPANIC,1019557,212122,40.748840194000024,-73.87257502599994,POINT (-73.87257502599994 40.74884019400002)
78982,230983981,07/18/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,M,26,0,25-44,F,WHITE HISPANIC,995572,235674,40.81354743000002,-73.95909952999993,POINT (-73.95909952999993 40.81354743000002)
79012,230221183,06/29/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,1,3,<18,M,BLACK HISPANIC,982381,201750,40.72044188800004,-74.00674397399997,POINT (-74.00674397399997 40.72044188800004)
79025,230818636,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,103,0,25-44,F,BLACK,1041879,197084,40.707447364000075,-73.79214176799998,POINT (-73.79214176799998 40.707447364000075)
79031,230817861,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,73,25-44,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
79033,231364490,07/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,17,0,45-64,M,BLACK,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
79037,231288921,07/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,7,0,25-44,M,BLACK,989038,199686,40.71477560500005,-73.98272992299998,POINT (-73.98272992299998 40.71477560500005)
79103,231607865,07/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,73,0,25-44,M,BLACK,1010948,184367,40.67268953000007,-73.90375577699997,POINT (-73.90375577699997 40.67268953000007)
79133,230208512,06/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,20,0,45-64,M,BLACK,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
79152,230981497,07/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,26,0,18-24,M,BLACK,995572,235674,40.81354743000002,-73.95909952999993,POINT (-73.95909952999993 40.81354743000002)
79174,230582067,07/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
79185,230860325,07/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,47,0,25-44,M,WHITE HISPANIC,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
79199,229459945,06/12/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,90,0,45-64,M,WHITE HISPANIC,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
79211,231408942,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,K,63,13,25-44,M,WHITE,1013258,152609,40.585513300000045,-73.89556477799994,POINT (-73.89556477799994 40.58551330000005)
79282,230498793,07/06/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,70,0,25-44,M,BLACK,994220,171316,40.63690202600003,-73.96407910599999,POINT (-73.96407910599999 40.63690202600003)
79300,230825779,07/14/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,19,0,<18,M,BLACK,998271,222318,40.77688495700004,-73.94937698999998,POINT (-73.94937698999998 40.77688495700004)
79307,230298255,07/01/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,68,0,<18,F,WHITE HISPANIC,974229,162450,40.61256665100007,-74.03609436899995,POINT (-74.03609436899995 40.61256665100007)
79329,230754724,07/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
79353,231076313,07/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,WHITE HISPANIC,997324,218520,40.76646188900003,-73.95280363199998,POINT (-73.95280363199998 40.76646188900003)
79372,231200459,07/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,115,0,25-44,M,WHITE HISPANIC,1018714,214946,40.756594678000056,-73.87560301799994,POINT (-73.87560301799994 40.756594678000056)
79392,229438820,06/11/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,104,0,18-24,M,WHITE HISPANIC,1012295,192334,40.69455295300003,-73.89886671999993,POINT (-73.89886671999993 40.69455295300003)
79414,231140705,07/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,46,0,45-64,M,WHITE HISPANIC,1005357,247708,40.84655934700004,-73.92371233499993,POINT (-73.92371233499993 40.84655934700004)
79464,231155644,07/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,BLACK,996551,223272,40.779505997000065,-73.95558550399994,POINT (-73.95558550399994 40.77950599700006)
79488,230492711,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,42,0,25-44,M,WHITE HISPANIC,1008754,238896,40.82236418400004,-73.91146641999995,POINT (-73.91146641999995 40.82236418400004)
79493,231103857,07/20/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,10,0,25-44,M,WHITE,982761,211253,40.746525363000046,-74.00537520699999,POINT (-74.00537520699999 40.746525363000046)
79552,230764679,07/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,63,0,65+,M,WHITE,1006189,161784,40.61071712900008,-73.92098528299994,POINT (-73.92098528299994 40.61071712900008)
79568,230910714,07/16/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1554002,F,M,14,0,45-64,M,BLACK,988443,214722,40.756046025000046,-73.98486686899997,POINT (-73.98486686899997 40.756046025000046)
79581,229544090,06/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
79596,229556920,06/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,40,0,18-24,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
79650,231402517,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
79677,230098449,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,18-24,M,BLACK HISPANIC,1011095,253282,40.861842730000035,-73.90295060899997,POINT (-73.90295060899997 40.861842730000035)
79694,231364498,07/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,17,0,45-64,M,BLACK,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
79706,230786573,07/13/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,5,0,25-44,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
79784,231521511,07/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,M,WHITE HISPANIC,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
79795,231682137,08/02/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,43,0,25-44,F,WHITE HISPANIC,1022191,243143,40.83397348000005,-73.86289344499993,POINT (-73.86289344499993 40.83397348000005)
79850,231208596,07/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,F,BLACK,1020829,206894,40.734485480000046,-73.86801268899995,POINT (-73.86801268899995 40.734485480000046)
79869,231504090,07/28/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,75,0,25-44,M,BLACK HISPANIC,1020133,190356,40.68909549600005,-73.87061221799998,POINT (-73.87061221799998 40.68909549600005)
79878,230384254,07/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,30,0,18-24,M,WHITE HISPANIC,996422,237592,40.81881067200004,-73.95602533699997,POINT (-73.95602533699997 40.81881067200004)
79913,229556931,06/15/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,7,0,25-44,M,WHITE HISPANIC,989075,198457,40.71140227300003,-73.98259733599998,POINT (-73.98259733599998 40.71140227300003)
79923,229664323,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,60,0,45-64,F,ASIAN / PACIFIC ISLANDER,990824,149705,40.57758741600002,-73.97633607099993,POINT (-73.97633607099993 40.57758741600002)
79955,229977165,06/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,112,0,25-44,F,WHITE,1030016,200560,40.71705745100007,-73.83490619299994,POINT (-73.83490619299994 40.71705745100007)
79962,230579611,07/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,50,0,25-44,M,BLACK HISPANIC,1010984,261034,40.88311992000007,-73.90332096899994,POINT (-73.90332096899994 40.88311992000007)
79967,231216983,07/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,F,WHITE HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
79968,229858794,06/21/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,Q,115,0,25-44,M,WHITE HISPANIC,1016910,214694,40.75590985000007,-73.88211580499996,POINT (-73.88211580499996 40.75590985000007)
79981,231402513,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
79983,229552709,06/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,69,0,18-24,M,BLACK,1010576,175629,40.64870676900005,-73.90513094099998,POINT (-73.90513094099998 40.64870676900005)
79987,230292477,07/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,101,0,18-24,F,BLACK,1053650,158969,40.60274595100003,-73.75007786499998,POINT (-73.75007786499998 40.60274595100003)
79991,231682149,08/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,25-44,M,WHITE,983859,199257,40.71359938900008,-74.00141185699994,POINT (-74.00141185699994 40.71359938900008)
79995,229972241,06/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,84,0,45-64,M,BLACK,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
79998,230457869,07/05/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,73,0,25-44,M,BLACK,1009744,185644,40.676198156000055,-73.90809133599998,POINT (-73.90809133599998 40.676198156000055)
79999,229843668,06/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,104,0,45-64,M,WHITE HISPANIC,1012712,192176,40.69411794900003,-73.89736361999995,POINT (-73.89736361999996 40.69411794900003)
80013,230173092,06/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,76,0,18-24,M,BLACK,984110,188364,40.683700646000034,-74.00050622499998,POINT (-74.00050622499998 40.683700646000034)
80023,230759142,07/12/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,106,0,25-44,M,WHITE,1028252,184580,40.67320507200003,-73.84137397999997,POINT (-73.84137397999997 40.67320507200003)
80025,229416564,06/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,32,0,18-24,M,BLACK,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
80048,231709348,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
80049,230775112,07/13/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,49,0,25-44,M,BLACK HISPANIC,1027278,253652,40.86279422500007,-73.84444306799999,POINT (-73.84444306799998 40.86279422500007)
80074,231402520,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
80093,230904771,07/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553007,F,M,26,0,25-44,M,BLACK HISPANIC,996343,236150,40.814852894000076,-73.95631335299998,POINT (-73.95631335299998 40.814852894000076)
80103,230392035,07/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,13,0,25-44,M,BLACK,989803,210047,40.74321357700006,-73.97996182699995,POINT (-73.97996182699995 40.74321357700006)
80172,231277074,07/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,14,0,25-44,M,BLACK,987866,214721,40.75604353500006,-73.98694954399997,POINT (-73.98694954399997 40.75604353500006)
